,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
742,@Airtel_Presence Fuddu network. #AirtelChorHai https://t.co/q85Cl7Lk9j,FALSE,0,Airtel_Presence,04-04-2017 10:36,FALSE,NA,8.49209E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AirtelMemes,0,FALSE,FALSE,NA,NA
743,@bharatcbhandari @Airtel_Presence They want to show that they are giving everything &amp; fooling us with writing terms… https://t.co/l0QGJylYma,FALSE,1,bharatcbhandari,04-04-2017 10:35,TRUE,8.49177E+17,8.49209E+17,248288164,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",_mihir_,1,FALSE,FALSE,NA,NA
744,"@airtelindia @Airtel_Presence  Airtel has reduced the speed of 2G, then renamed 3G as 4G. Tum net chala lo bank to boht h.
#AirtelChorHai",FALSE,0,airtelindia,04-04-2017 10:33,FALSE,8.48135E+17,8.49208E+17,176355348,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AirtelMemes,0,FALSE,FALSE,NA,NA
745,"RT @anish88: Really bad network in 2nd Cross Lane, Lokhandwala, Andheri West, Mumbai @airtelindia @Airtel_Presence https://t.co/3lR5Gf2f31",FALSE,0,NA,04-04-2017 10:32,FALSE,NA,8.49208E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Amvaish,2,TRUE,FALSE,NA,NA
746,@Airtel_Presence @Airteld Again I have been waiting for your call for 4 days. I was promised a resolution yesterday but still nothing,FALSE,0,Main_Teja_hoon,04-04-2017 10:28,FALSE,8.48774E+17,8.49207E+17,2195505769,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Main_Teja_hoon,0,FALSE,FALSE,NA,NA
747,@Airtel_Presence 24*7 available on 9876690905,FALSE,0,RajivKannu,04-04-2017 10:27,FALSE,8.48974E+17,8.49207E+17,8.48972E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RajivKannu,0,FALSE,FALSE,NA,NA
748,Pl shut u r mouth as @reliancejio has best network in all aspects. Take u r add back . U hve inferior service… https://t.co/Jswx5jqTUF,FALSE,0,NA,04-04-2017 10:26,TRUE,NA,8.49207E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Singhamar601,0,FALSE,FALSE,NA,NA
749,@Airtel_Presence 4 days of complain and no solution! Waste of money as can't use proper for days/months I pay!,FALSE,0,Airtel_Presence,04-04-2017 10:25,FALSE,8.477E+17,8.49206E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kinshtech,0,FALSE,FALSE,NA,NA
750,@Airtel_Presence @airtelindia Hello team this is the present situation after 20days of complain. #airtelwinback… https://t.co/KSJdrF5Ze3,FALSE,0,Airtel_Presence,04-04-2017 10:24,TRUE,NA,8.49206E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mangoappy,0,FALSE,FALSE,NA,NA
751,@Airtel_Presence Getting only 1 or 2 signal strength. 4g nd 3g is worst than 2g. What d hell z going wid airtel.i w… https://t.co/z5pouMDrAp,FALSE,0,Amit6_1,04-04-2017 10:23,TRUE,8.49205E+17,8.49206E+17,2288083610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Amit6_1,1,FALSE,FALSE,NA,NA
752,@Airtel_Presence My plan is 40 MBPS and I upgraded to fiber as per recommended still getting only 2 MBPS! https://t.co/Wim1BX5iVs,FALSE,0,Airtel_Presence,04-04-2017 10:23,FALSE,8.477E+17,8.49206E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kinshtech,0,FALSE,FALSE,NA,NA
753,@RSBHAT @Airtel_Presence @reliancejio Thank you so much for your comments. Your feedback only helps us get better and better!,FALSE,0,RSBHAT,04-04-2017 10:23,FALSE,8.49198E+17,8.49206E+17,41798085,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",tatadocomo,0,FALSE,FALSE,NA,NA
754,@Airtel_Presence for ppl working from home relying on Airtel broadband is a horrendous mistake. It stops working when you need it the most.,FALSE,0,Airtel_Presence,04-04-2017 10:22,FALSE,NA,8.49206E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nishantbban,0,FALSE,FALSE,NA,NA
755,@Airtel_Presence Hav 4 connection of airtel postpaid in my family under one roof bt experiencing worst voice nd dat… https://t.co/mG4orixuxP,FALSE,0,Amit6_1,04-04-2017 10:22,TRUE,8.49205E+17,8.49205E+17,2288083610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Amit6_1,1,FALSE,FALSE,NA,NA
756,@Airtel_Presence request you to kindly explain this. https://t.co/Zm9QXKddQc,FALSE,0,Airtel_Presence,04-04-2017 10:21,FALSE,NA,8.49205E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nishantbban,0,FALSE,FALSE,NA,NA
757,"@Airtel_Presence FYI, I dont need Ebill. I have the Ebill. I want to know broadband usage.",FALSE,0,Airtel_Presence,04-04-2017 10:20,FALSE,8.49204E+17,8.49205E+17,103323813,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",anantha,0,FALSE,FALSE,NA,NA
758,"@Airtel_Presence Hi @AirteI_Presence I have shared my contact number in DM, plz ask your team to get in touch. @VodafoneIN",FALSE,0,Airtel_Presence,04-04-2017 10:20,FALSE,8.49202E+17,8.49205E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",asrivastava75,0,FALSE,FALSE,NA,NA
759,@Airtel_Presence going thru worst experince of airtel ever.Nevr thout it will hapen ever dat i wil experience voice nd data quality issue.,FALSE,0,Airtel_Presence,04-04-2017 10:20,FALSE,NA,8.49205E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Amit6_1,1,FALSE,FALSE,NA,NA
760,@Airtel_Presence utterly disgraceful and disappointing internet provided by you. It stops on the last day even when I have data 2 b consumed,FALSE,0,Airtel_Presence,04-04-2017 10:19,FALSE,NA,8.49205E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nishantbban,0,FALSE,FALSE,NA,NA
761,@BSNL_RJ @rsprasad @airtelindia @Airtel_Presence @VodafoneIN @JioCare @bhartijainTOI @VasundharaBJP @RajCMO @TRAI… https://t.co/LAicLqf2u2,FALSE,0,BSNL_RJ,04-04-2017 10:17,TRUE,NA,8.49204E+17,7.56765E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ks4s,1,FALSE,FALSE,NA,NA
762,@Airtel_Presence @airtelindia tis no not been installed.Informed ur staff already .Why u r disturbing daily??? Shou… https://t.co/74MzxUyEPO,FALSE,0,Airtel_Presence,04-04-2017 10:16,TRUE,NA,8.49204E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",18Diku,0,FALSE,FALSE,NA,NA
763,"@Airtel_Presence, @airtelindia, @sunilbmittal, SR# 75246672 has been closed without intimating me and saying that it has been resolved.<ed><U+00A0><U+00BD><ed><U+00B8><U+00B1>",FALSE,0,Airtel_Presence,04-04-2017 10:16,FALSE,NA,8.49204E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dhruvadwaram,0,FALSE,FALSE,NA,NA
764,"@Airtel_Presence Got a call from your side, then while speaking the call dropped. It's been 2 hours but still not got a call again, help?",FALSE,0,Airtel_Presence,04-04-2017 10:13,FALSE,NA,8.49203E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jain0398,0,FALSE,FALSE,NA,NA
765,RT @suresh1189: @Airtel_Presence @airtelindia @airtelnews @TRAI @DoT_India @jagograhakjago My issue is not resolved by #airtel they are not…,FALSE,0,NA,04-04-2017 10:12,FALSE,NA,8.49203E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",suresh1189,2,TRUE,FALSE,NA,NA
766,@Airtel_Presence 8971601569,FALSE,0,Airtel_Presence,04-04-2017 10:11,FALSE,8.49151E+17,8.49203E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",affwan175,0,FALSE,FALSE,NA,NA
767,"@Airtel_Presence hi, is the Rs 1499/ (which we get 10gb instant and after that for Rs 49 1Gb) offer still available??",FALSE,0,Airtel_Presence,04-04-2017 10:10,FALSE,NA,8.49203E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hlimpuia07,0,FALSE,FALSE,NA,NA
768,RT @suresh1189: @Airtel_Presence @airtelindia @airtelnews @TRAI @DoT_India @jagograhakjago @DoT_India @TRAI are you also part of the scam w…,FALSE,0,NA,04-04-2017 10:08,FALSE,NA,8.49202E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",suresh1189,1,TRUE,FALSE,NA,NA
769,Don't do @Airtel_Presence unlimited internet plans. They are intentionally reducing the internet speed.,FALSE,0,NA,04-04-2017 10:06,FALSE,NA,8.49202E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",navin_iv,0,FALSE,FALSE,NA,NA
770,@Airtel_Presence Just look at the speeeeed.. awesome guys.. 2mbps speed is claimed by you and paid by me??? some se… https://t.co/ebOWcRI8xm,FALSE,1,Airtel_Presence,04-04-2017 10:05,TRUE,NA,8.49201E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Burkijamal,0,FALSE,FALSE,NA,NA
771,"Before recharge Said 1 Gb per day, after recharge saying 1 Gb for 28 days.. #airtel349 scam @airtelindia @Airtel_Presence",FALSE,0,NA,04-04-2017 10:04,FALSE,NA,8.49201E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Arju02,0,FALSE,FALSE,NA,NA
772,@Airtel_Presence <U+092E><U+0947><U+0930><U+0947> <U+0928><U+092E><U+094D><U+092C><U+0930> <U+0915><U+093E> <U+0915><U+094D><U+092F><U+093E> <U+0939><U+0941><U+0906> <U+092E><U+0941><U+091D><U+0947> <U+0915><U+094B><U+0908> <U+091C><U+093E><U+0928><U+0915,FALSE,0,Airtel_Presence,04-04-2017 10:04,TRUE,8.47366E+17,8.49201E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",manojkeshri44,0,FALSE,FALSE,NA,NA
773,"@Airtel_Presence Got a call from your side, then while speaking the call dropped. It's been 2 hours but still not g… https://t.co/579ElUaGQj",FALSE,0,Airtel_Presence,04-04-2017 10:04,TRUE,8.4915E+17,8.49201E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jain0398,0,FALSE,FALSE,NA,NA
774,@Airtel_Presence How much time you people need to connect with me....?,FALSE,0,Airtel_Presence,04-04-2017 10:03,FALSE,8.45378E+17,8.49201E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DhirajdjI,0,FALSE,FALSE,NA,NA
775,@Airtel_Presence Kindly update on my concern and also contact me on 9935096913 for prevailing issues. Abhinay,FALSE,0,Airtel_Presence,04-04-2017 10:03,FALSE,8.478E+17,8.49201E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Abhinay_Lucknow,0,FALSE,FALSE,NA,NA
776,@Airtel_Presence Please train your Customer Care reps to make those promises only which they can full fill and also… https://t.co/TjP2mg2U1E,FALSE,0,Airtel_Presence,04-04-2017 10:03,TRUE,8.47548E+17,8.49201E+17,103323813,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",srkrathore,0,FALSE,FALSE,NA,NA
777,"@Airtel_Presence yes Prashant, you can call on the same number at 5 PM today",FALSE,0,Airtel_Presence,04-04-2017 10:02,FALSE,8.49196E+17,8.492E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",abhi13a,0,FALSE,FALSE,NA,NA
778,@Airtel_Presence,FALSE,0,Airtel_Presence,04-04-2017 10:01,FALSE,8.48806E+17,8.492E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Connect2Nabeel,0,FALSE,FALSE,NA,NA
779,@Airtel_Presence @Videocond2h @TataSky Beware @reliancejio is entering into dth market. Slash price now else pay for it in future,FALSE,0,Airtel_Presence,04-04-2017 10:01,FALSE,NA,8.492E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akshayprabhu80,0,FALSE,FALSE,NA,NA
780,@Airtel_Presence I opened a complain on Sunday but no response from your side. Opened one more today. Please respond,FALSE,0,Airtel_Presence,04-04-2017 10:01,FALSE,NA,8.492E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mohit_shishodia,0,FALSE,FALSE,NA,NA
781,"@airtel_care @Airtel_Presence @DEVENDRAMUDULI Morning sir ma, am enjoying your network but kindly send me the codes for buying data monthly",FALSE,0,airtel_care,04-04-2017 10:00,FALSE,8.49196E+17,8.492E+17,1388990490,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",enochbolaji35,0,FALSE,FALSE,NA,NA
782,@Airtel_Presence What a pathetic service @airtelindia @Airtel_Presence,FALSE,0,SamirTaparia,04-04-2017 10:00,FALSE,8.49199E+17,8.492E+17,311227566,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SamirTaparia,0,FALSE,FALSE,NA,NA
783,@Airtel_Presence airtel speed is very poor. its speed 30-40 kbps. plz improve ur service. otherwise i will port my number..Reply 7837284800,FALSE,0,Airtel_Presence,04-04-2017 09:59,FALSE,NA,8.492E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vinaysethi88,0,FALSE,FALSE,NA,NA
784,@Airtel_Presence What a pathetic service!!!!,FALSE,0,Airtel_Presence,04-04-2017 09:58,FALSE,8.49074E+17,8.49199E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SamirTaparia,0,FALSE,FALSE,NA,NA
785,"@airtelindia @Airtel_Presence Hi Team, i am Vodafone user and would like to port to Airtel. Could you please provide the better plan to me",FALSE,0,airtelindia,04-04-2017 09:56,FALSE,NA,8.49199E+17,176355348,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KetanGohel2,0,FALSE,FALSE,NA,NA
786,@Airtel_Presence what's the use when your network is not consistent..Pathetic in Noida sector 62...9999700641,FALSE,0,Airtel_Presence,04-04-2017 09:56,FALSE,NA,8.49199E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",benabraham2,0,FALSE,FALSE,NA,NA
787,"@Airtel_Presence Sorry, you replied very late, MNP has been initiated from my end.",FALSE,0,Airtel_Presence,04-04-2017 09:56,FALSE,8.49195E+17,8.49199E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iamskand,0,FALSE,FALSE,NA,NA
788,@Airtel_Presence is there any issue with certain numbers in gujarat circle not being able to make and receive calls.Ths who rech.with 347?,FALSE,0,Airtel_Presence,04-04-2017 09:56,FALSE,NA,8.49199E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TapChanger,0,FALSE,FALSE,NA,NA
789,@Dheerain1980 @VodafoneIN @Airtel_Presence @reliancejio @SandeepMohan87 @VodafoneIN Most pathetic Customer Service… https://t.co/czUkOgTBsT,FALSE,1,Dheerain1980,04-04-2017 09:55,TRUE,8.49134E+17,8.49199E+17,401937236,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sadhanabisen,1,FALSE,FALSE,NA,NA
790,"@Airtel_Presence 
Applied for MNP on 30/3/17 paying 130rs from airtel showroom, talktime received is 5rs. 9282001997. Where is 125rs?",FALSE,0,Airtel_Presence,04-04-2017 09:55,FALSE,NA,8.49199E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",siddu_900,0,FALSE,FALSE,NA,NA
791,@avenchiru2 @megaloyalfans @Airtel_Presence  https://t.co/ohF4RIu1PK,FALSE,0,avenchiru2,04-04-2017 09:54,FALSE,8.49194E+17,8.49198E+17,375468831,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mahendra_Tweetz,0,FALSE,FALSE,NA,NA
792,@Airtel_Presence I have mailed to change my local address with proof at 121@in.airtel.com.....No response,FALSE,0,Airtel_Presence,04-04-2017 09:54,FALSE,NA,8.49198E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sidd15121987,0,FALSE,FALSE,NA,NA
793,"@Airtel_Presence 7873188999
Totay at 4 o clock",FALSE,0,Airtel_Presence,04-04-2017 09:53,FALSE,8.49195E+17,8.49198E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tanzilkhan9,0,FALSE,FALSE,NA,NA
794,In Karkala town @Airtel_Presence is far far superior than @reliancejio ...Even @tatadocomo is better than Jio... Surprise and sad <ed><U+00A0><U+00BD><ed><U+00B8><U+00AC><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>,FALSE,0,NA,04-04-2017 09:52,FALSE,NA,8.49198E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RSBHAT,0,FALSE,FALSE,NA,NA
795,"RT @KetanGohel2: @Airtel_Presence Hi Team, i am a Vodafone user and would like to port my no to Airtel. Could you please provide the better…",FALSE,0,NA,04-04-2017 09:50,FALSE,NA,8.49197E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KetanGohel2,1,TRUE,FALSE,NA,NA
796,@Airtel_Presence  <U+0915><U+094B><U+0908> <U+0910><U+0938><U+093E> <U+0915><U+0938><U+094D><U+091F><U+092E><U+0930> <U+0915><U+0947><U+092F><U+0930> <U+0938><U+0947> <U+0938><U+0940><U+0927><U+0947> <U+092C><U+093E><U+0924> <U+0939><U+094B> <U+091C><U+09,FALSE,0,Airtel_Presence,04-04-2017 09:49,FALSE,NA,8.49197E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wowjituwow,0,FALSE,FALSE,NA,NA
797,"@Airtel_Presence Thanks Team, Channel is now added again to my package.  Koodos!!",FALSE,0,Airtel_Presence,04-04-2017 09:49,FALSE,8.48446E+17,8.49197E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",avinashd87,0,FALSE,FALSE,NA,NA
798,"@Airtel_Presence @Ookla this is how you treated Airtel Network 4g, leave speed internet only not available https://t.co/miziAjHIm9",FALSE,0,Airtel_Presence,04-04-2017 09:48,FALSE,NA,8.49197E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shivanandh1,0,FALSE,FALSE,NA,NA
799,"@Airtel_Presence Fake promises, poor cus service. Didnt received anything. No call back. Completely annoyed  with y… https://t.co/1jJSGN78Ul",FALSE,0,Airtel_Presence,04-04-2017 09:47,TRUE,8.48882E+17,8.49197E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Abhaygupta598,0,FALSE,FALSE,NA,NA
800,"@Airtel_Presence Hi Team, i am a Vodafone user and would like to port my no to Airtel. Could you please provide the better plan to me",FALSE,0,Airtel_Presence,04-04-2017 09:46,FALSE,NA,8.49196E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KetanGohel2,1,FALSE,FALSE,NA,NA
801,Hello @Airtel_Presence please assist @DEVENDRAMUDULI with the complaint below. Thank you,FALSE,0,DEVENDRAMUDULI,04-04-2017 09:45,FALSE,8.49194E+17,8.49196E+17,140749138,"<a href=""http://aegislisa.com"" rel=""nofollow"">aegislisa</a>",airtel_care,0,FALSE,FALSE,NA,NA
802,"RT @MhaskarChief: Stupid @Airtel_Presence, use 100% English or devnagari font for Hindi crap. Painful to read https://t.co/1XKLHtO7Xs",FALSE,0,NA,04-04-2017 09:44,FALSE,NA,8.49196E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",bheemeshp,3,TRUE,FALSE,NA,NA
803,@Airtel_Presence You can call me at +91 94-37-037141,FALSE,0,Airtel_Presence,04-04-2017 09:42,FALSE,8.49195E+17,8.49196E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",monu0309,0,FALSE,FALSE,NA,NA
804,@VodafoneIN @Airtel_Presence @reliancejio @tatadocomo ?????????,FALSE,0,Poojashetty_12,04-04-2017 09:42,FALSE,8.49165E+17,8.49195E+17,2689371632,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Poojashetty_12,0,FALSE,FALSE,NA,NA
805,@Airtel_Presence @manojsinhabjp No improvement in service. Still paying full amount for 4G's intermittent service.… https://t.co/PHwAUkYAIK,FALSE,0,Airtel_Presence,04-04-2017 09:41,TRUE,8.40456E+17,8.49195E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",choppybaba,0,FALSE,FALSE,NA,NA
806,@Airtel_Presence @airtelindia @DoT_India @TRAI  abhi koi sunwayi nhi hui airtel ki traf se.,FALSE,0,Airtel_Presence,04-04-2017 09:40,FALSE,NA,8.49195E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",imsammad,0,FALSE,FALSE,NA,NA
807,"@VodafoneIN 4g with Iphone 6 will not work - Vodafone Care""
@airtelindia @Airtel_Presence Can you help me to get my… https://t.co/kB2blZC671",FALSE,0,VodafoneIN,04-04-2017 09:40,TRUE,8.48948E+17,8.49195E+17,61180382,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BeingPiyush,0,FALSE,FALSE,NA,NA
808,@VodafoneIN Iphone 6 is incompatible for 4G on Voda netwrork. Since I cannot change phone rather I should change to… https://t.co/EdvolKtK38,FALSE,1,VodafoneIN,04-04-2017 09:39,TRUE,8.48948E+17,8.49195E+17,61180382,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BeingPiyush,0,FALSE,FALSE,NA,NA
809,@Airtel_Presence My mobile recharge for 28 day plan for done twice by mistake. Please can you roll back the duplicate charge.,FALSE,0,Airtel_Presence,04-04-2017 09:39,FALSE,NA,8.49195E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",piyushbit,0,FALSE,FALSE,NA,NA
810,@Airtel_Presence Is it fair to assume that you guys have given up on solving my issue ?,FALSE,0,Airtel_Presence,04-04-2017 09:38,FALSE,8.46816E+17,8.49195E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",srikantanr,0,FALSE,FALSE,NA,NA
811,RT @imsammad: @Airtel_Presence @airtelindia @DoT_India @TRAI mera airtel num. 9997679666 hai. Jis par customer care par call band rak rakhi…,FALSE,0,NA,04-04-2017 09:38,FALSE,NA,8.49194E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",imsammad,1,TRUE,FALSE,NA,NA
812,@Mahendra_Tweetz @megaloyalfans @Airtel_Presence Idhari business hema hemilu discussion chesthunatlu undhi nenu meelo bhagamayinandhuku <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>,FALSE,0,Mahendra_Tweetz,04-04-2017 09:37,FALSE,8.49161E+17,8.49194E+17,776765029,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",avenchiru2,0,FALSE,FALSE,NA,NA
813,RT @DEVENDRAMUDULI: @airtel_care @Airtel_Presence I don't undrstnd y u ppl hv deducted money from my main a/c at 11 pm while I had data bon…,FALSE,0,NA,04-04-2017 09:37,FALSE,NA,8.49194E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sibananda20141,2,TRUE,FALSE,NA,NA
814,Biased or not @Airtel_Presence @airtelindia how come i am not getting what the others are!!?? https://t.co/8xPbxc5M55,FALSE,0,NA,04-04-2017 09:37,FALSE,NA,8.49194E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bhatti_gurman,0,FALSE,FALSE,NA,NA
815,@NayantaraRai @IndiGo6E @Airtel_Presence Ha ha! You are giving marching orders to Airtel payments bank so soon !,FALSE,0,NayantaraRai,04-04-2017 09:37,FALSE,8.49122E+17,8.49194E+17,81678457,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",avinashs3,0,FALSE,FALSE,NA,NA
816,RT @153_ayp: @palacharya2004 @EnchantedChatBx @karmashree17 @VodafoneIN @reliancejio @Airtel_Presence airtel is gud.even i  think of MNP,FALSE,0,NA,04-04-2017 09:36,FALSE,NA,8.49194E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",palacharya2004,1,TRUE,FALSE,NA,NA
817,@palacharya2004 @EnchantedChatBx @karmashree17 @VodafoneIN @reliancejio @Airtel_Presence airtel is gud.even i  think of MNP,FALSE,1,palacharya2004,04-04-2017 09:35,FALSE,8.49191E+17,8.49194E+17,110619786,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",153_ayp,1,FALSE,FALSE,NA,NA
818,@Airtel_Presence Yeah I do. Tell me the best tariff plan for postpaid corporate plan under 400. TWEET IT HERE. Let'… https://t.co/YtM3rSY7kW,FALSE,0,Airtel_Presence,04-04-2017 09:35,TRUE,8.4814E+17,8.49194E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",_atulj,0,FALSE,FALSE,NA,NA
819,@airtel_care @Airtel_Presence I don't undrstnd y u ppl hv deducted money from my main a/c at 11 pm while I had data bond till 12Am April 4,FALSE,0,airtel_care,04-04-2017 09:35,FALSE,NA,8.49194E+17,1388990490,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DEVENDRAMUDULI,2,FALSE,FALSE,NA,NA
820,@Airtel_Presence I have just received a bill. How can you send me a bill for 2/3/17 to 01/4/17 at that period phone was on safe custody,FALSE,0,Airtel_Presence,04-04-2017 09:33,FALSE,8.49137E+17,8.49193E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anmolmehta5056,0,FALSE,FALSE,NA,NA
821,@SamsungTV @Airtel_Presence Both this company's started looting &amp; making fake promises to sell there products. Close my Complaint 217922,FALSE,0,SamsungTV,04-04-2017 09:32,FALSE,NA,8.49193E+17,171663779,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BCharanReddy1,0,FALSE,FALSE,NA,NA
